,word,frequency
4102,dog-wild,0.006244218316373728
763,animal-wild,0.0030064754856614245
10170,wild-wildlife,0.0026210299105766267
3956,die-wildtuin,0.0020043169904409497
7764,lower-sabie,0.0017730496453900709
9422,safari-wild,0.001541782300339192
8433,nature-wildlife,0.0014646931853222326
4561,elephant-wild,0.0013105149552883133
7100,lake-panic,0.0012334258402713536
4192,drive-game,0.0012334258402713536
488,amazing-animal,0.001156336725254394
7447,life-wild,0.001156336725254394
10187,wildlife-wildlifephotography,0.0010021584952204748
8429,nature-wild,0.0010021584952204748
765,animal-wildlife,0.0009250693802035153
4516,elephant-safari,0.0008479802651865557
3360,cross-road,0.0008479802651865557
3938,die-van,0.000770891150169596
7363,leopard-wild,0.000770891150169596
1724,big-boy,0.000770891150169596
694,animal-nature,0.000770891150169596
5598,giraffe-wild,0.000770891150169596
266,afternoon-late,0.0006938020351526364
3639,day-spent,0.0006938020351526364
7859,magazine-traveler,0.0006938020351526364
7204,lazy-sunday,0.0006938020351526364
2126,boo-peek,0.0006167129201356768
7274,left-shot,0.0006167129201356768
5270,free-wild,0.0006167129201356768
3940,die-vir,0.0006167129201356768
2489,bush-nature,0.0006167129201356768
9424,safari-wildlife,0.0006167129201356768
2157,bosveld-die,0.0006167129201356768
9858,story-traveler,0.0006167129201356768
3948,die-wat,0.0005396238051187173
9205,rhino-rhinoceros,0.0005396238051187173
1748,big-five,0.0005396238051187173
5388,gamedrive-wild,0.0005396238051187173
4525,elephant-selfie,0.0005396238051187173
7253,lebombo-singita,0.0005396238051187173
1741,big-elephant,0.0005396238051187173
2424,bull-elephant,0.00046253469010175765
3855,die-lekker,0.00046253469010175765
1611,berg-dal,0.00046253469010175765
8981,poaching-rhino,0.00046253469010175765
7150,last-night,0.00046253469010175765
8404,nature-shooter,0.00046253469010175765
8089,missing-sunset,0.00046253469010175765
10019,travel-tv,0.00046253469010175765
6213,hkig-wildcat,0.00046253469010175765
2398,buffalo-wild,0.00046253469010175765
1909,bird-hide,0.00046253469010175765
260,afternoon-drive,0.00046253469010175765
666,animal-hkig,0.00046253469010175765
4627,endangered-wild,0.00046253469010175765
3655,day-tough,0.00046253469010175765
1752,big-get,0.00046253469010175765
3344,crocs-hippo,0.00046253469010175765
2516,bush-wild,0.00046253469010175765
4318,early-morning,0.000385445575084798
7649,lonleyplanet-natgeo,0.000385445575084798
9360,safari-selfie,0.000385445575084798
7650,lonleyplanet-nikon,0.000385445575084798
4077,dog-nature,0.000385445575084798
769,animalelite-animalpolis,0.000385445575084798
9405,safari-travel,0.000385445575084798
119,afar-natgeo,0.000385445575084798
159,africanamazing-animalpolis,0.000385445575084798
5887,hakunamatata-lifeizgood,0.000385445575084798
2731,car-safari,0.000385445575084798
8667,olifants-river,0.000385445575084798
1157,baboon-safari,0.000385445575084798
169,africanamazing-portrait,0.000385445575084798
9558,seeker-wildlife,0.000385445575084798
8568,nikon-traveler,0.000385445575084798
1892,bird-birdsofinstagram,0.000385445575084798
3580,day-last,0.000385445575084798
5381,gamedrive-safari,0.000385445575084798
6422,hyena-spotted,0.000385445575084798
5599,giraffe-wildlife,0.000385445575084798
10027,travel-wildlife,0.000385445575084798
7208,lazy-yawn,0.000385445575084798
10176,wild-zebra,0.000385445575084798
10017,travel-travelphotography,0.000385445575084798
3355,cross-elephant,0.000385445575084798
3661,day-vulture,0.000385445575084798
7433,life-safari,0.000385445575084798
3621,day-safari,0.000385445575084798
8400,nature-safari,0.000385445575084798
10193,wildlife-zebra,0.000385445575084798
7861,magazine-worldtraveler,0.000385445575084798
1245,backed-black,0.000385445575084798
4200,drive-night,0.000385445575084798
2484,bush-missing,0.000385445575084798
3379,crossing-zebra,0.000385445575084798
8766,pack-wild,0.000385445575084798
10035,traveler-worldtraveler,0.000385445575084798
618,animal-big,0.000385445575084798
3858,die-lewe,0.000385445575084798
511,amazing-follow,0.000385445575084798
9228,rhino-white,0.000385445575084798
643,animal-elephant,0.0003083564600678384
3624,day-saw,0.0003083564600678384
5254,four-see,0.0003083564600678384
7762,lower-road,0.0003083564600678384
7922,mania-part,0.0003083564600678384
9289,road-tripping,0.0003083564600678384
7860,magazine-wanderlust,0.0003083564600678384
4473,elephant-mania,0.0003083564600678384
4630,endangered-wildlife,0.0003083564600678384
7329,leopard-male,0.0003083564600678384
7248,leave-want,0.0003083564600678384
307,ago-year,0.0003083564600678384
8414,nature-sultan,0.0003083564600678384
6648,instatravel-travel,0.0003083564600678384
6432,hyena-wild,0.0003083564600678384
3558,day-first,0.0003083564600678384
7161,late-lunch,0.0003083564600678384
5361,game-safari,0.0003083564600678384
1433,bean-mug,0.0003083564600678384
3716,decoration-small,0.0003083564600678384
724,animal-safari,0.0003083564600678384
332,al-die,0.0003083564600678384
4519,elephant-saw,0.0003083564600678384
5454,gerpark-kr,0.0003083564600678384
834,another-tough,0.0003083564600678384
9965,thisisafrica-wildlife,0.0003083564600678384
8325,n-wanetsi,0.0003083564600678384
208,africawild-animal,0.0003083564600678384
4506,elephant-rhino,0.0003083564600678384
550,amazing-wild,0.0003083564600678384
4556,elephant-walk,0.0003083564600678384
8468,neck-wood,0.0003083564600678384
10168,wild-wilderness,0.0003083564600678384
9617,shot-took,0.0003083564600678384
9501,saw-wild,0.0003083564600678384
69,ador-ca,0.0003083564600678384
8540,nie-uitwerk,0.0003083564600678384
