,word,frequency
188,elephant,0.040832049306625574
707,wild,0.02465331278890601
535,safari,0.01848998459167951
434,nature,0.01386748844375963
728,zebra,0.013097072419106317
711,wildlife,0.010015408320493066
360,lion,0.010015408320493066
29,animal,0.010015408320493066
147,day,0.007704160246533128
657,travel,0.006933744221879815
692,warthog,0.0061633281972265025
25,amazing,0.0061633281972265025
56,beware,0.00539291217257319
347,landscape,0.00539291217257319
82,boy,0.00539291217257319
90,buffalo,0.00539291217257319
59,big,0.00539291217257319
521,road,0.004622496147919877
651,today,0.004622496147919877
359,like,0.004622496147919877
491,portelizabeth,0.004622496147919877
215,fight,0.004622496147919877
44,back,0.003852080123266564
204,experience,0.003852080123266564
255,going,0.003852080123266564
209,family,0.003852080123266564
244,get,0.003852080123266564
667,two,0.003852080123266564
365,little,0.003852080123266564
339,kill,0.003852080123266564
160,die,0.003852080123266564
661,trip,0.003852080123266564
377,love,0.003852080123266564
410,missing,0.003852080123266564
481,photo,0.003852080123266564
688,wanderlust,0.0030816640986132513
551,see,0.0030816640986132513
70,black,0.0030816640986132513
373,look,0.0030816640986132513
268,hanging,0.0030816640986132513
357,life,0.0030816640986132513
445,nothing,0.0030816640986132513
597,spent,0.0030816640986132513
185,ek,0.0030816640986132513
313,instadayli,0.0030816640986132513
660,travelling,0.0023112480739599386
138,cry,0.0023112480739599386
543,saw,0.0023112480739599386
356,let,0.0023112480739599386
96,busha,0.0023112480739599386
289,hot,0.0023112480739599386
290,hour,0.0023112480739599386
95,bush,0.0023112480739599386
562,shooting,0.0023112480739599386
257,goshawk,0.0023112480739599386
83,braai,0.0023112480739599386
646,time,0.0023112480739599386
119,cold,0.0023112480739599386
263,guy,0.0023112480739599386
519,right,0.0023112480739599386
282,hey,0.0023112480739599386
12,adventure,0.0023112480739599386
426,n,0.0023112480739599386
598,spotted,0.0023112480739599386
628,take,0.0023112480739599386
236,funny,0.0023112480739599386
18,afriquedusud,0.0023112480739599386
17,afrique,0.0023112480739599386
629,taking,0.0023112480739599386
463,overcast,0.0023112480739599386
34,as,0.0023112480739599386
725,yesterday,0.0023112480739599386
417,morning,0.0023112480739599386
4,actually,0.0023112480739599386
2,aca,0.0023112480739599386
54,behind,0.0023112480739599386
144,dat,0.0023112480739599386
5,adam,0.0023112480739599386
701,well,0.0023112480739599386
636,thanks,0.0023112480739599386
275,heavy,0.0015408320493066256
264,haha,0.0015408320493066256
265,hahaha,0.0015408320493066256
279,herberthurd,0.0015408320493066256
267,hakunamatata,0.0015408320493066256
612,storm,0.0015408320493066256
187,elefanten,0.0015408320493066256
175,dumbo,0.0015408320493066256
183,edzlyons,0.0015408320493066256
191,ellies,0.0015408320493066256
609,still,0.0015408320493066256
570,since,0.0015408320493066256
260,great,0.0015408320493066256
194,enjoyable,0.0015408320493066256
245,getting,0.0015408320493066256
230,foto,0.0015408320493066256
241,gamereserve,0.0015408320493066256
242,gate,0.0015408320493066256
224,folder,0.0015408320493066256
585,something,0.0015408320493066256
566,sien,0.0015408320493066256
211,feel,0.0015408320493066256
565,sick,0.0015408320493066256
195,eos,0.0015408320493066256
563,shot,0.0015408320493066256
207,eye,0.0015408320493066256
206,extremely,0.0015408320493066256
253,glass,0.0015408320493066256
201,ever,0.0015408320493066256
258,gotagetit,0.0015408320493066256
556,selfie,0.0015408320493066256
0,aaaand,0.0015408320493066256
516,ride,0.0015408320493066256
283,high,0.0015408320493066256
460,outdooreducation,0.0015408320493066256
483,picture,0.0015408320493066256
375,lost,0.0015408320493066256
379,loveit,0.0015408320493066256
479,philipgilmour,0.0015408320493066256
471,path,0.0015408320493066256
470,passionknowsnoworkinghours,0.0015408320493066256
392,make,0.0015408320493066256
467,pale,0.0015408320493066256
464,overload,0.0015408320493066256
397,managed,0.0015408320493066256
462,outside,0.0015408320493066256
461,outdoors,0.0015408320493066256
402,memory,0.0015408320493066256
364,list,0.0015408320493066256
458,onmyentrepeneurialhustle,0.0015408320493066256
454,oh,0.0015408320493066256
409,mischievous,0.0015408320493066256
416,monkey,0.0015408320493066256
448,np,0.0015408320493066256
419,mostly,0.0015408320493066256
447,nou,0.0015408320493066256
422,mr,0.0015408320493066256
423,much,0.0015408320493066256
444,non,0.0015408320493066256
440,news,0.0015408320493066256
433,natur,0.0015408320493066256
487,plain,0.0015408320493066256
362,lionsign,0.0015408320493066256
285,hmmm,0.0015408320493066256
508,rebel,0.0015408320493066256
288,horn,0.0015408320493066256
292,however,0.0015408320493066256
537,salvage,0.0015408320493066256
536,said,0.0015408320493066256
534,ruwayne,0.0015408320493066256
297,hungry,0.0015408320493066256
301,iamnikon,0.0015408320493066256
302,idea,0.0015408320493066256
304,ilikechicken,0.0015408320493066256
306,incredible,0.0015408320493066256
315,instago,0.0015408320493066256
617,stroll,0.0015408320493066256
332,juvenile,0.0015408320493066256
361,lioness,0.0015408320493066256
505,r,0.0015408320493066256
335,kamera,0.0015408320493066256
337,kid,0.0015408320493066256
502,quality,0.0015408320493066256
500,pumba,0.0015408320493066256
342,know,0.0015408320493066256
343,kudu,0.0015408320493066256
344,l,0.0015408320493066256
498,prey,0.0015408320493066256
348,laptop,0.0015408320493066256
350,late,0.0015408320493066256
495,potd,0.0015408320493066256
616,stripe,0.0015408320493066256
435,naturelover,0.0015408320493066256
171,drove,0.0015408320493066256
720,worried,0.0015408320493066256
638,thick,0.0015408320493066256
115,chicken,0.0015408320493066256
656,tourist,0.0015408320493066256
143,daniel,0.0015408320493066256
710,wilderness,0.0015408320493066256
712,wildnis,0.0015408320493066256
110,chanting,0.0015408320493066256
690,war,0.0015408320493066256
635,territory,0.0015408320493066256
33,around,0.0015408320493066256
71,blackandwhite,0.0015408320493066256
72,blackandwhitephotography,0.0015408320493066256
664,trying,0.0015408320493066256
668,u,0.0015408320493066256
98,businessgrind,0.0015408320493066256
694,waterhole,0.0015408320493066256
62,bird,0.0015408320493066256
639,thing,0.0015408320493066256
46,bad,0.0015408320493066256
650,toad,0.0015408320493066256
55,best,0.0015408320493066256
128,could,0.0015408320493066256
130,crave,0.0015408320493066256
642,thisisafrica,0.0015408320493066256
704,white,0.0015408320493066256
60,bigfive,0.0015408320493066256
139,cuteness,0.0015408320493066256
132,creature,0.0015408320493066256
705,whole,0.0015408320493066256
677,verbaas,0.0015408320493066256
135,cross,0.0015408320493066256
136,crossed,0.0015408320493066256
137,crossing,0.0015408320493066256
150,decided,0.0015408320493066256
649,tired,0.0015408320493066256
24,altyd,0.0015408320493066256
671,una,0.0015408320493066256
619,strut,0.0015408320493066256
89,bucket,0.0015408320493066256
168,drinker,0.0015408320493066256
623,sucker,0.0015408320493066256
624,sukybear,0.0015408320493066256
681,view,0.0015408320493066256
721,would,0.0015408320493066256
19,afternoon,0.0015408320493066256
626,taaba,0.0015408320493066256
724,year,0.0015408320493066256
627,tagforlikes,0.0015408320493066256
158,dessa,0.0015408320493066256
16,afrika,0.0015408320493066256
154,delete,0.0015408320493066256
684,wait,0.0015408320493066256
78,bokmakierie,0.0015408320493066256
153,delange,0.0015408320493066256
678,vervet,0.0007704160246533128
509,reclamar,0.0007704160246533128
510,red,0.0007704160246533128
511,redhartebeest,0.0007704160246533128
685,waiting,0.0007704160246533128
696,way,0.0007704160246533128
497,preferite,0.0007704160246533128
507,rear,0.0007704160246533128
697,week,0.0007704160246533128
490,popular,0.0007704160246533128
512,regret,0.0007704160246533128
513,remained,0.0007704160246533128
698,weekend,0.0007704160246533128
514,rex,0.0007704160246533128
489,plus,0.0007704160246533128
695,watering,0.0007704160246533128
679,vi,0.0007704160246533128
506,raptor,0.0007704160246533128
689,wanderslust,0.0007704160246533128
682,visited,0.0007704160246533128
503,que,0.0007704160246533128
496,prachtig,0.0007704160246533128
691,warmed,0.0007704160246533128
683,vix,0.0007704160246533128
494,position,0.0007704160246533128
493,pose,0.0007704160246533128
492,portrait,0.0007704160246533128
488,planned,0.0007704160246533128
693,watching,0.0007704160246533128
501,purenature,0.0007704160246533128
687,wandering,0.0007704160246533128
504,questa,0.0007704160246533128
680,via,0.0007704160246533128
686,wall,0.0007704160246533128
499,private,0.0007704160246533128
478,performance,0.0007704160246533128
699,weil,0.0007704160246533128
726,yoga,0.0007704160246533128
457,olifanten,0.0007704160246533128
456,olifant,0.0007704160246533128
455,ohmygodtheyreeverywhere,0.0007704160246533128
453,offline,0.0007704160246533128
452,obsession,0.0007704160246533128
451,observing,0.0007704160246533128
450,obliterated,0.0007704160246533128
449,nsture,0.0007704160246533128
722,wrong,0.0007704160246533128
723,ya,0.0007704160246533128
446,notthezoo,0.0007704160246533128
727,yogiintraining,0.0007704160246533128
459,ons,0.0007704160246533128
729,zebrapad,0.0007704160246533128
730,zipline,0.0007704160246533128
731,zoo,0.0007704160246533128
443,noch,0.0007704160246533128
442,ninemags,0.0007704160246533128
441,night,0.0007704160246533128
732,zu,0.0007704160246533128
439,never,0.0007704160246533128
438,net,0.0007704160246533128
733,zuid,0.0007704160246533128
734,zuidafrika,0.0007704160246533128
719,worldtrip,0.0007704160246533128
718,world,0.0007704160246533128
486,placidly,0.0007704160246533128
474,pebeatches,0.0007704160246533128
485,pig,0.0007704160246533128
484,pictureoftheday,0.0007704160246533128
700,weird,0.0007704160246533128
702,wen,0.0007704160246533128
482,pic,0.0007704160246533128
703,went,0.0007704160246533128
480,philmafrica,0.0007704160246533128
706,wife,0.0007704160246533128
477,perch,0.0007704160246533128
476,per,0.0007704160246533128
475,pells,0.0007704160246533128
473,peakhourtraffic,0.0007704160246533128
717,word,0.0007704160246533128
472,pattern,0.0007704160246533128
708,wildafrica,0.0007704160246533128
709,wildanimals,0.0007704160246533128
469,partner,0.0007704160246533128
468,palechantinggoshawk,0.0007704160246533128
466,paisagem,0.0007704160246533128
465,owning,0.0007704160246533128
713,wildthing,0.0007704160246533128
714,winter,0.0007704160246533128
715,wizz,0.0007704160246533128
716,wondering,0.0007704160246533128
515,rhino,0.0007704160246533128
672,understands,0.0007704160246533128
517,ridetherainbow,0.0007704160246533128
591,southafricansafari,0.0007704160246533128
589,sotto,0.0007704160246533128
633,tenho,0.0007704160246533128
588,soooo,0.0007704160246533128
587,soon,0.0007704160246533128
437,nearby,0.0007704160246533128
634,tent,0.0007704160246533128
584,solo,0.0007704160246533128
583,soclose,0.0007704160246533128
582,snail,0.0007704160246533128
581,smile,0.0007704160246533128
580,small,0.0007704160246533128
579,slop,0.0007704160246533128
578,slightly,0.0007704160246533128
577,sky,0.0007704160246533128
576,skull,0.0007704160246533128
575,ska,0.0007704160246533128
